"simRun","year","scenario","meanGV","varGV","gGain","relVar","accuracy"
3,1,"Conv",-0.046044103089881,1.15361846356536,-1.09207825647699,1.09590631606072,0
3,2,"Conv",0.370363355035033,1.14939127867822,-0.675670798352076,1.09189060483272,0
3,3,"Conv",0.258055742258558,1.36428965815367,-0.78797841112855,1.29603824880375,0
3,4,"Conv",0.399189730388268,1.15815884029702,-0.64684442299884,1.10021955106404,0
3,5,"Conv",0.496595925397741,1.60223445072935,-0.549438227989368,1.52207936143603,0
3,6,"Conv",0.84252398214846,1.47535012735897,-0.203510171238648,1.40154268853906,0
3,7,"Conv",0.468777427496633,1.17848507927632,-0.577256725890475,1.11952892793578,0
3,8,"Conv",1.3472480424885,0.697157538201044,0.301213889101396,0.662280791729528,0
3,9,"Conv",1.22000560372854,0.953243381124794,0.17397145034143,0.905555411179108,0
3,10,"Conv",1.04603415338711,1.05266157029926,0,1,0
3,11,"Conv",1.46907773800962,1.15749802055787,0.423043584622512,1.09959179019788,0.14466624859338
3,12,"Conv",1.68902315520888,1.00813576208908,0.642989001821769,0.957701687354724,0.197869171966665
3,13,"Conv",1.87044051210593,1.05205610921175,0.824406358718819,0.99942482835453,0.255228431677643
3,14,"Conv",1.67134781113463,0.918022491839461,0.625313657747523,0.872096519661561,0.2237970499563
3,15,"Conv",2.32474034361383,0.992345513474303,1.27870619022672,0.942701378556252,0.44435462158624
3,16,"Conv",2.69002586707534,0.778623411797071,1.64399171368823,0.739671166655885,0.026361803150209
3,17,"Conv",2.59017293535493,0.709226839702523,1.54413878196783,0.673746301483102,0.201398732838688
3,18,"Conv",2.48532935254011,0.831619578587496,1.439295199153,0.790016090690072,0.33003325903183
3,19,"Conv",2.85975196398973,0.7813972246797,1.81371781060262,0.742306213817187,0.177811968124503
3,20,"Conv",3.06430649350512,0.658682903238341,2.01827234011801,0.625730929885741,0.222802465354046
