"simRun","year","scenario","meanGV","varGV","gGain","relVar","accuracy"
3,1,"Narrow adaptation",-0.046044103089881,1.15361846356536,-1.09207825647699,1.09590631606072,0
3,2,"Narrow adaptation",0.370363355035033,1.14939127867822,-0.675670798352076,1.09189060483272,0
3,3,"Narrow adaptation",0.258055742258558,1.36428965815367,-0.78797841112855,1.29603824880375,0
3,4,"Narrow adaptation",0.399189730388268,1.15815884029702,-0.64684442299884,1.10021955106404,0
3,5,"Narrow adaptation",0.496595925397741,1.60223445072935,-0.549438227989368,1.52207936143603,0
3,6,"Narrow adaptation",0.84252398214846,1.47535012735897,-0.203510171238648,1.40154268853906,0
3,7,"Narrow adaptation",0.468777427496633,1.17848507927632,-0.577256725890475,1.11952892793578,0
3,8,"Narrow adaptation",1.3472480424885,0.697157538201044,0.301213889101396,0.662280791729528,0
3,9,"Narrow adaptation",1.22000560372854,0.953243381124794,0.17397145034143,0.905555411179108,0
3,10,"Narrow adaptation",1.04603415338711,1.05266157029926,0,1,0
3,11,"Narrow adaptation",1.54268817069612,0.905738863109934,0.496654017309012,0.860427404842413,0.120685628532751
3,12,"Narrow adaptation",1.61797352191266,1.50330469360368,0.571939368525546,1.42809876984138,0.0490167560897573
3,13,"Narrow adaptation",2.31455036724694,0.732606662077027,1.26851621385983,0.695956499930698,0.283542234563287
3,14,"Narrow adaptation",1.92143061977075,0.627315656510403,0.875396466383646,0.595932894493396,0.230600899421055
3,15,"Narrow adaptation",1.74991175146634,0.883454892870846,0.703877598079229,0.839258236262665,0.386428169225841
3,16,"Narrow adaptation",2.23814792853262,1.02636233392458,1.19211377514552,0.97501643727033,0.275952604464641
3,17,"Narrow adaptation",2.68213496009584,0.811774202732414,1.63610080670873,0.7711635207711,-0.00811707583184507
3,18,"Narrow adaptation",1.92581875087681,0.98482939034447,0.879784597489702,0.935561265017485,0.331771332232163
3,19,"Narrow adaptation",2.3322170721486,0.520182355992949,1.28618291876149,0.494159158717142,0.0434086108912789
3,20,"Narrow adaptation",1.96603567349872,0.733435658301838,0.920001520111616,0.696744023906305,0.145483929926984
