"simRun","year","scenario","meanGV","varGV","varGxE","h2","H2","accSDN","accCET","accPYT","accAYT","accUYT","nParCET","nParPYT","nParAYT","nParUYT"
22,-7,"Narrow adaptation",6.88593263244318,1.12901303974866,2,0,0,0,0,0,0,0,0,0,0,0
22,-6,"Narrow adaptation",7.49509343221285,1.19605845531151,2,0,0,0,0,0,0,0,0,0,0,0
22,-5,"Narrow adaptation",8.13446056702914,1.14701681038261,2,0,0,0,0,0,0,0,0,0,0,0
22,-4,"Narrow adaptation",7.95775694748853,1.33457333904301,2,0,0,0,0,0,0,0,0,0,0,0
22,-3,"Narrow adaptation",7.29040985762337,1.1843252045042,2,0,0,0,0,0,0,0,0,0,0,0
22,-2,"Narrow adaptation",8.84212328474465,1.0400519907089,2,0,0,0,0,0,0,0,0,0,0,0
22,-1,"Narrow adaptation",9.3205628906497,1.05504816475376,2,0,0,0,0,0,0,0,0,0,0,0
22,0,"Narrow adaptation",10.249425436868,0.961939116289855,2,0,0,0,0,0,0,0,0,0,0,0
22,1,"Narrow adaptation",10.6748598379824,1.95389777131905,2,0.475139231298429,0.510079218741898,0.180297766468584,0.300201825666569,0.710515348292208,0.850643628320535,0.900032514826195,16,2,6.5,0.5
22,2,"Narrow adaptation",10.3396495666627,1.83463226528148,2,0.577190598248597,0.583980530305074,0.164894297730679,0.330254971704802,0.744651579527137,0.879521803958875,0.891541420904733,4,11.5,5.5,4
22,3,"Narrow adaptation",12.2576635792104,2.20309343659055,2,0.475638635994291,0.540888558976417,0.199105653476591,0.315106078425535,0.705172127306241,0.856876087298918,0.917446045372418,0,9,12,4
22,4,"Narrow adaptation",13.1237072972845,1.66330033858279,2,0.472967788950916,0.509498995549587,0.168830089787757,0.293804883646224,0.674726437259732,0.783192999933166,0.901468988427644,6.5,0,7.5,11
22,5,"Narrow adaptation",13.5406958788358,1.75600704246744,2,0.435119844558589,0.435120083536154,0.1565786975251,0.310613391949403,0.716915929729461,0.865190252360319,0.822979427048114,3.5,10,3,8.5
22,6,"Narrow adaptation",13.6959693043611,1.71463689088031,2,0.480808913462758,0.480809050094644,0.215720246933868,0.358949817067805,0.618540147913889,0.822901630168312,0.902279039642099,8,5.5,10,1.5
22,7,"Narrow adaptation",14.5088577304621,1.67706988817905,2,0.36562873574066,0.501834705977437,0.188578606764158,0.455411661381601,0.67448337275933,0.836075633773091,0.864077177178444,4.5,9.5,6,5
22,8,"Narrow adaptation",15.0411030810032,1.73815343555233,2,0.357504690229414,0.442715281505427,0.150198332795383,0.31982400989302,0.660761419523103,0.824640853437597,0.706292518046263,3,4.5,11.5,6
22,9,"Narrow adaptation",15.5544822389004,1.6026937704211,2,0.258934332276094,0.444339446333239,0.178347955535748,0.335823065349442,0.729998305620125,0.81685546001609,0.884297747564498,9,6.5,3,6.5
22,10,"Narrow adaptation",16.2006122544383,1.69846298074548,2,0.228403366407882,0.43133396295635,0.189222338577495,0.379168119398059,0.687671995660475,0.825002329139737,0.890520556541986,7.5,3.5,11,3
23,-19,"Narrow adaptation",0.146026869725938,0.876277043789659,2,0,0,0,0,0,0,0,0,0,0,0
23,-18,"Narrow adaptation",0.156817672879119,0.924082642255803,2,0,0,0,0,0,0,0,0,0,0,0
23,-17,"Narrow adaptation",1.70101151368496,0.636308578427863,2,0,0,0,0,0,0,0,0,0,0,0
23,-16,"Narrow adaptation",1.9353455286583,0.626411823764068,2,0,0,0,0,0,0,0,0,0,0,0
23,-15,"Narrow adaptation",1.93631335786831,0.648183643015823,2,0,0,0,0,0,0,0,0,0,0,0
23,-14,"Narrow adaptation",2.10875004759149,0.679408905508316,2,0,0,0,0,0,0,0,0,0,0,0
23,-13,"Narrow adaptation",2.032667006664,0.725631555505046,2,0,0,0,0,0,0,0,0,0,0,0
23,-12,"Narrow adaptation",2.7844746376386,0.561619958221633,2,0,0,0,0,0,0,0,0,0,0,0
23,-11,"Narrow adaptation",3.25762950136474,0.55848359581242,2,0,0,0,0,0,0,0,0,0,0,0
23,-10,"Narrow adaptation",3.43610938877287,0.585949017397079,2,0,0,0,0,0,0,0,0,0,0,0
23,-9,"Narrow adaptation",3.56278052764594,0.54858609902767,2,0,0,0,0,0,0,0,0,0,0,0
23,-8,"Narrow adaptation",3.71589715565984,0.643326714322839,2,0,0,0,0,0,0,0,0,0,0,0
23,-7,"Narrow adaptation",3.78864011363959,0.551872899930826,2,0,0,0,0,0,0,0,0,0,0,0
23,-6,"Narrow adaptation",4.29918510404616,0.622427600588415,2,0,0,0,0,0,0,0,0,0,0,0
23,-5,"Narrow adaptation",4.80785679331602,0.537681744692672,2,0,0,0,0,0,0,0,0,0,0,0
23,-4,"Narrow adaptation",4.96088739770794,0.560965656158889,2,0,0,0,0,0,0,0,0,0,0,0
23,-3,"Narrow adaptation",4.89316430844134,0.556297571643421,2,0,0,0,0,0,0,0,0,0,0,0
23,-2,"Narrow adaptation",5.14528496892846,0.598746654603443,2,0,0,0,0,0,0,0,0,0,0,0
23,-1,"Narrow adaptation",5.48757325602907,0.557937665349021,2,0,0,0,0,0,0,0,0,0,0,0
23,0,"Narrow adaptation",6.07605523511812,0.569250696333906,2,0,0,0,0,0,0,0,0,0,0,0
23,1,"Narrow adaptation",6.24772215536073,1.44752978113589,2,0.491955175251561,0.491955571384116,0.118924071724112,0.191512324273956,0.33343475768783,0.641132120254469,0.911673387056898,13,0,6.5,5.5
23,2,"Narrow adaptation",6.40361428814929,1.85802493345608,2,0.407732877444267,0.407732958107809,0.085149607112111,0.214027043588544,0.692607295240017,0.870391168680574,0.919742572778905,8.5,6,2,8.5
23,3,"Narrow adaptation",7.32711589466512,1.43939248204204,2,0.494299075926867,0.494299130581552,0.0897768430344838,0.177960919593313,0.645073280189983,0.797730650986987,0.905478382931405,2.5,11.5,7,4
23,4,"Narrow adaptation",7.90800363008124,1.25079808233462,2,0.43087917995078,0.43087924402878,0.0815325127193539,0.255262058999023,0.679082532864365,0.7751919360166,0.851798411744949,3.5,3,8.5,10
23,5,"Narrow adaptation",8.08180027557321,1.49536950333049,2,0.396227665815096,0.396227730070532,0.0414621968477677,0.155887325196774,0.654177040242819,0.809946532937453,0.870077134593403,5.5,4,8,7.5
23,6,"Narrow adaptation",8.77390465557264,1.35991673838267,2,0.409696225419398,0.409696280584914,0.101045273936541,0.242514795478361,0.611201198409705,0.806088241647282,0.889110481241524,3.5,7,9.5,5
23,7,"Narrow adaptation",8.822429667539,1.42450495003888,2,0.270620251271062,0.433847659926584,0.0797865807033668,0.257069301128206,0.593296868743271,0.777771501938645,0.871122435496984,5.5,8,5.5,6
23,8,"Narrow adaptation",9.70386961763655,1.10782632555317,2,0.347469043698042,0.347469114311827,0.0869500904135998,0.123616938659604,0.643384973446194,0.801161850925614,0.845965420456615,1.5,4,11.5,8
23,9,"Narrow adaptation",10.043600181728,1.31543202829946,2,0.233045661001684,0.37569915557557,0.0901334595388484,0.145959604795679,0.573206708587686,0.737286801144979,0.839606519808056,4.5,4,11,5.5
23,10,"Narrow adaptation",10.4350979444629,1.17488997370733,2,0.168284804359022,0.360852942002089,0.097211468435343,0.20128412524138,0.574530128691716,0.749762812482348,0.77154635750322,5.5,7,4.5,8
24,-19,"Narrow adaptation",0.441102481153789,1.27628299057296,2,0,0,0,0,0,0,0,0,0,0,0
24,-18,"Narrow adaptation",0.387208647877698,1.1853373751726,2,0,0,0,0,0,0,0,0,0,0,0
