"simRun","year","scenario","meanGV","varGV","gGain","relVar","accuracy"
4,1,"Narrow adaptation",0.137034467491909,1.07701800939016,-1.67539059685411,1.03045657815928,0
4,2,"Narrow adaptation",0.358378859382641,1.17226383090104,-1.45404620496338,1.12158475100539,0
4,3,"Narrow adaptation",0.311479036967206,1.11858730342664,-1.50094602737882,1.07022875663343,0
4,4,"Narrow adaptation",0.844677312058977,1.19987796668913,-0.967747752287044,1.14800507789401,0
4,5,"Narrow adaptation",0.96926392272395,1.63762197807076,-0.843161141622071,1.56682462607728,0
4,6,"Narrow adaptation",1.31624724127821,0.980022353109238,-0.49617782306781,0.937654219056537,0
4,7,"Narrow adaptation",1.25994108033273,1.11026785136096,-0.552483984013296,1.06226896948687,0
4,8,"Narrow adaptation",1.73178474902788,0.67031789443924,-0.0806403153181459,0.641338842768201,0
4,9,"Narrow adaptation",1.87165031168703,1.04419208884815,0.0592252473410129,0.999049781372475,0
4,10,"Narrow adaptation",1.81242506434602,1.04518524333558,0,1,0
4,11,"Narrow adaptation",2.16180744639647,0.869629443932199,0.349382382050453,0.832033794465836,0.137764188665791
4,12,"Narrow adaptation",2.03679758170779,1.15459989616172,0.22437251736177,1.1046844600264,0.115665740238955
4,13,"Narrow adaptation",3.17764013738824,1.25501806128138,1.36521507304222,1.20076136673739,0.203540562265043
4,14,"Narrow adaptation",2.40878468806377,1.32453180751494,0.596359623717748,1.26726990833497,0.180940546366097
4,15,"Narrow adaptation",2.43064226544129,1.14327390909902,0.618217201095272,1.09384811581381,0.144169952255517
4,16,"Narrow adaptation",2.63259190008844,1.06579061734145,0.820166835742421,1.01971456652039,0.436274927845631
4,17,"Narrow adaptation",3.75422632973792,0.847540932159198,1.9418012653919,0.810900208899217,0.0950598589464442
4,18,"Narrow adaptation",3.40550064090813,1.42878045035142,1.5930755765621,1.36701169430181,0.196073305118817
4,19,"Narrow adaptation",3.16649607095992,1.10714001417408,1.3540710066139,1.05927635434345,0.0595042325016553
4,20,"Narrow adaptation",2.51821261093231,1.00504287983818,0.70578754658629,0.961593063283897,0.393469704922703
