"simRun","year","scenario","meanGV","varGV","gGain","relVar","accuracy"
2,1,"Broad adaptation",0.523293055588641,1.3721100232449,-1.36160594832697,1.10781408120314,0
2,2,"Broad adaptation",0.552282673105024,1.30394065113856,-1.33261633081058,1.05277549898537,0
2,3,"Broad adaptation",0.340432648060372,1.1306800769014,-1.54446635585523,0.912888390367546,0
2,4,"Broad adaptation",0.922988068010351,1.78398421951024,-0.961910935905255,1.44035303695532,0
2,5,"Broad adaptation",1.02298294699623,1.5417324013192,-0.861916056919373,1.24476378329297,0
2,6,"Broad adaptation",0.948416105280296,1.61228539961769,-0.93648289863531,1.30172685743577,0
2,7,"Broad adaptation",1.60547027134566,1.23977215240777,-0.279428732569946,1.00096714159467,0
2,8,"Broad adaptation",1.58696887923948,1.35588681935015,-0.297930124676121,1.09471579213567,0
2,9,"Broad adaptation",1.73826471664655,1.23136729820752,-0.146634287269059,0.994181231080382,0
2,10,"Broad adaptation",1.88489900391561,1.23857427570764,0,1,0
2,11,"Broad adaptation",2.44592284870855,1.4062556896228,0.561023844792944,1.13538260660174,0.0891140590971989
2,12,"Broad adaptation",2.55705602059255,1.71352184969685,0.672157016676939,1.3834631344316,0.384545669823936
2,13,"Broad adaptation",2.963947351241,1.30196971595407,1.0790483473254,1.05118420549321,0.22702797041691
2,14,"Broad adaptation",2.93042185522192,1.29638311877116,1.04552285130632,1.04667369910495,0.306010325970169
2,15,"Broad adaptation",3.23862825999268,0.926440412850207,1.35372925607708,0.747989386684863,-0.000479483114869073
2,16,"Broad adaptation",3.53100936567997,0.994093196022066,1.64611036176437,0.802610885369878,0.0222802287281272
2,17,"Broad adaptation",3.67810206614076,1.02341158812308,1.79320306222515,0.826281966447569,-0.15040418603518
2,18,"Broad adaptation",3.6779786402019,1.0230405313739,1.79307963628629,0.825982382678987,0.033776762793204
2,19,"Broad adaptation",4.11183132619541,1.28607878773333,2.22693232227981,1.03835418913294,0.170976239093641
2,20,"Broad adaptation",3.97915681955721,1.31951016487457,2.09425781564161,1.06534601174458,0.0871231260811204
