"simRun","year","scenario","meanGV","varGV","gGain","relVar","accuracy"
4,1,"Broad adaptation",0.137034467491909,1.07701800939016,-1.67539059685411,1.03045657815928,0
4,2,"Broad adaptation",0.358378859382641,1.17226383090104,-1.45404620496338,1.12158475100539,0
4,3,"Broad adaptation",0.311479036967206,1.11858730342664,-1.50094602737882,1.07022875663343,0
4,4,"Broad adaptation",0.844677312058977,1.19987796668913,-0.967747752287044,1.14800507789401,0
4,5,"Broad adaptation",0.96926392272395,1.63762197807076,-0.843161141622071,1.56682462607728,0
4,6,"Broad adaptation",1.31624724127821,0.980022353109238,-0.49617782306781,0.937654219056537,0
4,7,"Broad adaptation",1.25994108033273,1.11026785136096,-0.552483984013296,1.06226896948687,0
4,8,"Broad adaptation",1.73178474902788,0.67031789443924,-0.0806403153181459,0.641338842768201,0
4,9,"Broad adaptation",1.87165031168703,1.04419208884815,0.0592252473410129,0.999049781372475,0
4,10,"Broad adaptation",1.81242506434602,1.04518524333558,0,1,0
4,11,"Broad adaptation",2.35631922464478,0.843211118290423,0.54389416029876,0.806757580693945,0.0928741702176824
4,12,"Broad adaptation",2.21075845387543,0.959617303417694,0.398333389529404,0.918131316469027,0.0766511609774286
4,13,"Broad adaptation",2.61664699893509,1.06826783135662,0.804221934589065,1.02208468610538,0.274252246502908
4,14,"Broad adaptation",2.70225018498647,0.928929608891544,0.889825120640453,0.888770306330562,0.141669124287583
4,15,"Broad adaptation",2.53886051701615,1.1591267763201,0.726435452670125,1.10901563499011,-0.0896822121565685
4,16,"Broad adaptation",2.76979297712957,0.886822576154306,0.957367912783552,0.848483636569651,0.107937923843657
4,17,"Broad adaptation",2.90840868747961,1.28729231337677,1.09598362313359,1.2316403446996,-0.0118629079435833
4,18,"Broad adaptation",3.10064918803098,1.1496726432417,1.28822412368496,1.0999702211377,0.00114505314802133
4,19,"Broad adaptation",3.34346524659372,1.11133500196853,1.5310401822477,1.06328998524878,0.0149881163450325
4,20,"Broad adaptation",3.39928437508173,0.801979735052762,1.58685931073571,0.76730870452528,0.0477018467092509
